ax,ay,az,label
-0.327,-8.4146,-2.401,3
0.0322,-0.07265,-0.017,5
0.062,-0.0075,-0.0156,4
-0.27235,1.88095,-7.42205,2
0.07015,-0.0012,0.013,6
0.0217,0.00375,-0.0103,4
-0.10725,0.01165,0.0302,6
-2.71895,2.86505,4.83085,3
0.21435,0.04735,-0.0062,5
0.096,0.005,-0.0046,4
-0.79935,-1.3098,7.8719,3
0.1162,-0.07615,-0.01835,5
-0.0075,-0.03995,-0.01305,4
-0.031,-0.05425,-0.0544,4
-0.04635,-0.0155,-0.06175,5
-0.0041,-0.0335,0.016,5
-0.075,0.03035,-0.0671,5
0.0211,-0.03665,0.0001,4
0.00015,-0.08875,0.1657,5
-2.5237,-0.132,-1.8892,3
2.7126,-2.0547,0.14155,2
0.13255,0.03275,0.03245,6
-0.07105,-0.04195,-0.04135,4
-0.7697,-1.7189,1.00855,1
0.94385,-0.6159,0.89965,2
-1.51765,2.0035,-0.1353,2
-0.4695,-1.424,1.815,2
-0.5642,-1.72275,6.13405,1
-2.3523,-1.24215,0.7263,1
-6.5517,-0.88695,9.19345,1
-1.31695,0.0411,-3.4868,1
0.02115,-0.02705,0.0115,5
-1.12345,2.58605,-4.83475,3
1.2638,1.71935,-3.10175,3
-2.95635,-0.9593,1.3396,1
-0.49995,2.5233,-1.22835,2
0.0067,0.00155,-0.0644,6
-0.2063,1.49925,0.49965,1
-0.09565,0.05795,0.0383,6
-0.05045,-0.0318,0.06295,6
0.26875,2.7375,-3.08335,2
0.9486,0.45115,-0.61965,1
-3.3707,-7.7939,1.6543,1
0.013,0.0357,-0.1849,5
-0.75555,3.99145,-2.2286,3
4.3442,2.03745,-3.73305,1
0.65195,2.1474,0.05285,2
0.02795,-0.03445,0.1053,6
3.5516,-10.40795,-0.71505,1
0.1808,-0.11015,0.2217,6
-0.25995,1.26455,-1.6676,1
0.03095,0.01685,-0.04685,6
0.02475,-0.02075,0.0104,6
0.04695,-0.05765,-0.0071,5
0.14495,-0.0607,0.0445,5
0.0666,-0.08435,0.0813,6
-0.00045,-0.0013,0.03305,6
-0.0353,0.0064,-0.04855,6
0.0073,0.01885,-0.29055,5
1.66925,3.10795,-4.93305,1
3.2387,-7.08435,-4.4357,1
-2.18715,0.30765,-4.0974,2
2.51135,4.28665,2.9549,3
-2.3579,-5.50805,-4.1294,2
0.24245,1.9173,-2.941,1
0.05705,0.0548,0.0372,4
-1.8216,-0.21675,0.99275,2
-2.4708,-7.2411,-1.4578,3
-0.6856,0.75785,-1.6343,3
-0.1493,-0.08365,0.04195,6
1.66805,0.19625,-2.2718,1
-0.04525,-0.04145,-0.0032,4
0.7691,1.02335,-4.0056,2
-0.09065,2.8324,-3.60115,3
-0.08265,-0.04905,-0.0464,6
-1.37045,3.1978,-3.83835,2
0.1048,0.02775,-0.0183,4
-0.1032,0.0088,-0.00435,4
0.1071,0.0315,-0.02735,6
0.0625,-0.03595,-0.00935,4
-0.09745,-0.0843,0.02665,5
0.23925,1.7541,-2.81385,1
0.07335,-0.02425,0.0527,6
-3.4828,-2.05275,-1.47475,1
0.2631,2.6469,-3.298,2
-0.07955,0.04085,-0.02945,4
1.9168,3.2851,2.2127,3
0.02015,-0.0621,0.00155,4
-0.01495,0.05385,0.03795,4
5.11505,2.3628,5.2851,3
2.39565,-2.77335,1.89905,1
-0.07555,-0.64455,0.5758,2
-0.0304,-0.25185,0.03565,4
1.8938,2.0537,2.4351,3
1.6733,-2.0779,-1.35905,3
0.05375,-0.0397,0.0261,5
-0.0602,0.0039,-0.0071,6
1.1271,1.2559,-3.52465,2
0.0037,0.02765,-0.06115,4
-1.6674,1.78,0.698,3
-3.1852,-1.1974,2.04515,1
-3.7115,-8.18295,2.4452,2
-0.6713,-0.82195,5.66985,2
-2.62495,-1.6511,3.0379,1
0.0124,0.0227,-0.03855,4
0.1623,0.00455,0.04115,5
0.5905,-4.353,1.9236,2
0.0786,-0.02375,-0.127,4
-0.87575,0.91265,-2.9988,2
-0.4015,-0.562,3.4161,2
0.0112,0.0272,-0.0399,4
-1.36945,-0.40875,-1.1434,2
0.1378,-0.0236,-0.1171,5
-0.714,1.52385,-2.97515,1
0.005,0.0659,-0.13885,6
-2.1657,0.87535,-1.2067,2
0.4582,1.5,-3.61405,1
-0.8496,1.2769,2.7453,1
-0.14355,-0.1226,0.0447,5
0.29385,2.2403,-4.22585,3
0.0654,0.02625,0.0145,4
-0.0759,-0.00775,0.0976,6
5.0332,-2.03955,4.7403,2
1.19905,-2.5375,3.10285,3
-0.02585,0.0781,0.04905,6
-0.07185,-0.1148,-0.0407,4
-0.20715,0.02165,-0.0548,6
-0.0351,-0.0302,-0.1281,4
-0.03725,-0.03095,0.1174,6
0.3271,0.07115,0.07475,4
-0.0015,0.00855,0.1105,6
0.53585,5.71775,-1.97235,3
-1.4476,-1.3697,1.68305,1
0.01395,-0.00215,-0.0772,4
1.2119,2.6333,-3.9699,3
0.22445,0.00705,0.18845,4
-0.0143,-0.00425,-0.00285,6
-0.1113,-0.07585,0.0118,5
0.0388,-0.1092,-0.0621,4
0.4414,-5.0896,-2.1932,3
0.0058,0.0555,-0.03645,4
1.2083,0.6062,2.69785,1
-1.64975,-0.0275,-4.97105,1
0.0116,-0.0623,-0.0483,4
0.07655,0.01345,-0.19675,4
-0.3548,-0.12925,0.1987,6
0.0126,-0.05875,0.02885,6
0.2045,-0.11295,-0.04185,4
0.0833,-0.0029,-0.10815,5
0.01445,-0.0171,-0.0623,4
0.284,-0.16475,0.04285,6
-0.66375,-1.03555,1.1877,2
1.3043,-2.27265,-2.8032,3
0.04885,0.05565,-0.1378,5
-2.632,-2.0982,-6.27565,1
0.0897,-0.0575,0.0166,5
8.9231,6.50135,-0.2096,2
-2.9399,0.25295,-7.48285,1
0.1155,0.05165,-0.0602,4
0.292,0.0672,0.00865,5
0.386,0.00695,0.4855,1
1.6989,1.0418,6.328,1
0.0793,0.0181,-0.08845,4
0.06295,-0.08095,-0.1408,4
0.02485,-0.0173,-0.0235,6
0.0277,-0.0662,0.1417,5
-0.3146,-0.2022,0.21255,5
5E-05,-0.0518,-0.01325,4
0.03165,-0.0046,-0.0642,5
-0.1952,0.08245,-0.05725,4
0.01995,0.0658,-0.2007,5
0.10145,0.04935,-0.09115,5
-0.3854,0.03755,0.08995,6
-0.04525,-0.03825,-0.04595,4
-2.6386,0.8308,3.5028,1
3.4825,-2.6029,-0.7307,2
3.01985,-0.6233,0.2121,1
0.20325,-0.0857,-0.10225,4
0.01705,0.0385,0.01225,5
-0.4013,0.16275,-0.2445,6
0.00175,-0.0362,0.0424,6
1.7203,1.53735,-4.33755,1
0.15295,-0.03095,-0.05315,5
-0.0491,0.1182,-0.08945,4
0.17965,-0.06325,-0.0834,5
-0.11335,0.0153,-0.13545,4
0.05075,-0.02205,0.03715,6
2.3216,2.65725,-3.538,3
0.6705,4.4287,-2.74085,3
-0.1346,-0.00215,-0.04795,5
-0.11875,-0.0059,0.00905,5
0.01105,0.01105,0.05635,5
0.1311,-0.06355,-0.152,5
0.03265,-0.04435,0.0047,5
-4.80025,0.8791,4.66795,1
-0.84625,-2.36435,2.70335,2
-0.19795,0.03715,-0.01885,4
-0.0611,-0.06785,0.09165,5
0.026,-0.1422,-0.0552,4
1.5149,0.85405,-5.34655,1
-0.5833,4.26795,-2.78065,3
0.06645,-0.09715,-0.0691,5
-1.08045,2.84505,-0.35015,2
3.7458,-0.00455,-4.43395,2
0.01025,0.0052,-0.0288,6
-0.3056,0.0291,-0.1137,4
0.09555,-0.0548,0.1023,5
0.16905,-0.0553,-0.10525,4
-0.0259,0.0692,-0.3142,5
-0.10165,-0.11685,0.29685,5
-0.41175,0.92715,-0.05565,1
-0.0301,0.03945,0.001,6
-0.3085,-0.1831,0.0845,5
-0.0061,0.13665,-0.0537,4
2.59025,1.3591,-5.7382,3
-0.0885,2.46795,-0.04125,2
-0.84425,-3.0668,1.9079,2
0.02315,-0.0025,-0.038,4
0.88245,2.5401,-2.21975,3
-0.0833,-0.021,0.0049,5
0.076,-0.0416,-0.0855,6
0.0423,0.0442,-0.0114,4
0.10375,0.19855,0.0095,6
0.0982,-0.01095,-0.0399,5
-0.6185,-1.0723,1.95665,2
-0.0237,-0.1088,-0.08355,4
0.005,0.0711,0.08495,6
-1.1119,1.9067,-3.39345,2
0.5832,1.08195,-3.40505,3
0.00975,-0.00695,-0.06885,4
-0.19465,-3.8688,0.63895,2
-0.6211,0.5146,1.4831,1
-0.1893,-0.1221,0.18935,5
0.0076,0.01975,-0.2123,5
0.08125,-0.09935,-0.2263,4
-0.9741,1.58095,0.30295,1
1.8724,2.65115,-1.65675,2
-0.3827,-0.1099,0.18145,5
7.5891,-10.94255,-9.5919,3
-0.83895,0.78785,0.65845,1
0.2558,0.07525,-0.08285,5
0.09695,-0.0072,0.02875,4
0.30205,0.01005,0.08735,4
-1.41265,-2.18815,0.1315,2
0.33,-0.02485,0.02525,5
-2.61305,1.79255,-1.18175,2
-0.21845,1.26155,4.83065,3
-0.06515,-0.04405,-0.02885,4
2.4929,-6.1552,1.5046,3
0.1557,-1.01505,0.01685,1
0.0391,-0.04175,-0.021,4
0.1556,0.1024,0.04055,6
-2.0409,-5.0517,-1.7398,3
-3.46015,-0.6251,-6.8508,1
-0.02175,-0.1225,-0.07905,4
-0.37385,-0.07985,0.07785,5
0.1662,-0.11005,-0.12385,6
0.1003,0.0328,-0.0081,4
0.2006,0.0509,-0.1142,5
-0.1117,-0.15945,-0.01325,4
-1.0876,1.48105,-4.7293,2
0.4517,-7.4094,0.3914,3
-3.7877,1.2655,2.7741,1
-2.6842,-2.91185,-5.35815,1
-0.0768,-0.072,0.07305,5
0.10505,-0.0501,0.05145,6
-1.5223,-4.73765,1.2742,1
-7.1634,0.87655,14.8397,3
0.79,3.6301,-1.26025,3
-0.17345,-0.05745,0.1526,5
-0.81885,-0.1839,-1.4954,3
-1.14725,0.90145,5.57915,3
-5.27715,0.61465,9.38125,1
1.5905,1.62585,-2.3121,2
-0.11245,-0.90555,0.8121,2
0.0703,-0.0301,0.0043,5
8.51155,-3.7366,9.19885,3
-1.17685,1.05005,-0.15155,3
0.94645,1.33565,-2.2659,2
-0.1965,-1.85525,-6.27915,2
-0.00435,0.0304,-0.0199,6
0.04025,0.0364,-0.0742,4
-1.13565,-1.0119,0.9565,1
-1.6919,2.854,0.17525,2
2.8316,-1.5673,-3.89655,3
0.05875,-0.09005,0.15585,5
-0.0975,-3.29755,2.8946,2
-1.6856,0.7477,4.7185,3
1.02875,1.77805,-2.32315,3
0.12855,-0.12715,0.34755,6
-0.1084,0.0219,-0.0694,6
-0.07175,-0.0837,-0.07395,4
-5.11295,-3.70145,2.66325,2
-0.05055,-0.0301,0.0842,6
0.8799,1.9116,-4.32115,3
2.45605,-2.8102,3.0849,2
0.21795,0.0255,0.01305,6
-0.3442,1.7752,-5.9569,3
-0.36385,-0.0063,-0.1331,5
0.03235,0.01005,0.09055,6
0.0965,0.0088,0.01925,5
-0.0689,-0.03275,0.24005,5
-0.13385,-0.08095,0.1666,5
0.2847,3.1177,1.6524,3
0.1145,0.03465,-0.168,5
0.20985,-3.2578,1.8626,2
-0.1101,-0.0551,0.0261,6
-0.7098,3.09245,-1.3787,3
-0.4058,2.53255,-0.71915,2
-0.0882,0.03075,-0.01025,4
0.06595,0.03235,-0.1141,5
0.0982,0.01215,-0.16865,5
1.34045,-0.03305,-0.5323,2
1.67785,1.4051,-2.0159,1
0.0643,-0.06625,0.0355,6
5.6001,-8.63605,2.73625,3
-0.01375,0.0247,-0.0431,5
-1.7497,-0.2701,-4.98805,2
-3.00555,1.6036,0.13815,3
0.04345,0.0238,-0.12235,4
-0.0552,-0.0946,0.10465,6
-0.39945,1.8199,-4.6201,3
-0.00385,-7.80635,2.06325,1
-0.10965,-0.04155,0.0808,6
0.87595,1.0783,-4.40995,2
0.8781,0.22905,-3.2795,1
0.84715,0.68115,-0.0864,1
-0.62925,2.2034,0.596,2
-1.2305,-2.7708,1.52835,2
2.2438,-11.4886,-7.78065,2
5.13215,-2.35025,3.8375,2
0.1559,-3.3198,-0.8287,1
-4.6402,-2.24865,-0.14435,1
-0.10665,1.5366,7.4707,1
0.01785,-0.04955,-0.0794,4
-1.11285,2.19905,0.1123,1
0.7915,1.2173,2.4072,1
0.13075,0.06715,-0.1362,5
0.52745,4.64485,4.12245,3
7.62655,-13.62015,-12.1487,3
0.06495,0.023,-0.1317,5
0.39605,4.5131,-1.852,3
-0.0405,-0.00805,-0.01915,6
0.0255,-0.0056,-0.1194,4
-0.6481,-1.4573,-3.6025,3
0.26445,-0.0988,0.0016,4
1.90825,-0.6962,-2.0629,3
0.05945,-0.0095,-0.0314,4
-0.1123,-0.0546,-0.0849,4
-2.1701,0.79605,-0.58475,3
0.09605,1.39915,-0.2588,2
-0.1981,-0.0378,0.09295,6
0.3683,0.0709,-0.19045,5
0.14555,-0.07555,0.1641,5
0.0362,-0.0605,0.0798,5
6.0197,0.11085,-6.66775,1
0.10055,-0.08645,-0.0301,4
-2.5828,-2.16325,-6.23535,1
-0.0238,-0.04735,-0.13835,4
-0.16195,-0.0376,0.09885,5
-0.0597,-0.02005,0.0614,6
-6.3184,-1.6266,-0.65385,2
-0.0119,-0.13115,-0.06025,5
-0.2774,-0.06495,-0.00645,5
1.7748,-1.53635,-3.00655,3
1.3167,4.94165,-3.47765,3
-0.00045,-0.03325,-0.08825,5
1.8979,0.8089,1.56655,3
0.07005,0.02025,0.0823,6
-1.8371,0.9133,1.981,1
-2.377,0.41155,3.8841,3
-0.0198,-0.0485,0.02155,6
1.2544,-0.3662,-0.53475,3
-2.48195,0.8445,-3.55035,2
-1.5643,2.4165,-0.41425,2
0.0794,-0.0182,0.03445,4
-0.3917,0.2968,-0.3767,1
-0.46385,-0.10825,0.13015,5
-0.13445,2.7607,0.3666,3
0.06965,-0.07965,-0.03655,4
-0.092,0.06895,-0.1109,6
-0.05,-0.09035,0.2092,5
0.0501,-0.0551,-0.04435,4
0.49215,1.1384,2.05555,3
-0.39925,0.3606,0.03925,1
0.00905,-0.03085,0.0564,6
10.7312,-8.6897,9.5453,2
-1.8338,-0.87785,-1.37205,2
-0.0462,0.04165,-0.0706,6
1.91835,-8.04185,-2.7717,3
-1.069,4.7021,5.70905,3
2.48015,-5.0334,7.08755,3
-2.0372,-4.03005,1.6842,2
-2.3258,-1.15565,3.4623,2
0.43425,0.5361,-1.7271,1
1.71,-12.68765,-0.638,3
-3.17065,-0.6382,-0.54865,3
0.07805,-0.08775,0.02245,5
-0.7352,1.45435,-0.261,1
0.0464,0.03835,0.06215,6
-1.85405,-0.28485,3.21555,1
1.20995,0.78775,-3.9238,3
0.0009,-0.00735,-0.06915,4
-2.07955,1.3233,-3.0237,2
0.6314,0.6335,4.1946,1
0.68305,-2.8628,4.89805,3
-1.0384,1.0235,-5.95165,2
0.6696,1.00505,0.97835,2
-0.133,-0.0566,0.00035,4
-0.03495,-0.0898,-0.00535,5
1.04245,2.90475,-4.12685,1
1.6177,-0.86905,-5.97725,2
-1.7334,0.8471,-2.9022,3
-0.10135,-0.0585,0.088,6
0.15555,0.04775,-0.1091,5
4.43055,-4.8932,-0.63705,1
1.01545,0.4269,-1.04395,2
-0.3372,0.6205,-1.52005,3
0.08255,0.0294,-0.00195,4
-1.45185,3.7529,3.24545,3
-0.0174,-0.08215,0.06745,6
-1.79275,2.5603,0.54425,1
0.1225,-0.03915,0.0478,4
-5.3741,0.26415,8.39845,1
0.15215,0.0508,-0.04825,5
0.07,-0.03795,0.03975,5
-1.7678,0.01455,-3.7587,3
-2.43225,-0.7137,-2.4125,2
2.8383,-2.29345,-0.1776,2
-4.4611,-3.46535,1.47475,3
0.1094,-0.02485,-0.00435,5
0.07455,-0.1025,-0.07575,4
2.5467,0.9747,-4.5262,1
-0.2424,-0.06815,-3.20335,2
0.3975,1.66485,-3.35785,2
1.07015,4.79955,9.18125,3
0.05675,0.01045,-0.06085,5
-0.4718,0.30115,0.03765,6
-3.1124,-0.2344,2.66945,1
0.01655,0.00625,0.03365,6
-0.0447,-0.1538,-0.0689,4
-0.0171,-0.0462,-0.0133,4
-0.07555,-0.06,-0.1625,6
-0.1182,0.049,-1.52945,3
1.6774,0.40325,-1.3315,1
-0.0577,0.0719,-0.04815,6
-0.1301,0.00785,0.01265,6
-0.0855,-0.022,-0.10895,5
-0.0704,-0.04835,-0.0471,5
-1.5426,-2.85475,0.305,2
0.02325,0.0487,-0.14705,6
-4.0002,-2.625,-2.407,2
-0.04415,0.05385,0.00135,6
-0.0794,-0.1042,-0.01565,4
-1.27825,-3.26865,-0.1492,1
0.7935,-0.1299,-0.19355,6
-0.0454,-0.07465,-0.035,6
0.2653,-0.1183,0.0947,5
-0.01185,-0.11545,-0.02845,4
-1.8929,-0.17575,-6.0934,1
0.1011,-0.03595,-0.0606,4
0.3741,0.074,-0.31725,5
0.8856,-0.33425,-0.207,6
0.21395,-0.04235,-0.077,5
2.6822,-5.69155,-2.4137,1
-0.0511,-0.04565,-0.00295,5
0.0175,0.0139,0.0149,4
-0.197,-1.3584,-3.29725,2
-0.0119,0.0014,-0.07105,4
-0.01625,0.06305,0.14645,6
-0.5669,1.22045,-4.16045,1
1.4009,1.4038,7.35615,3
-0.12305,0.0255,-0.0734,6
0.12655,-0.0385,-0.05555,5
0.33425,3.30665,-3.13515,3
-0.7636,-0.95175,0.77595,2
1.5352,0.3927,-2.8098,3
0.92155,1.0556,-2.9192,2
0.00425,0.0629,-0.09975,4
0.569,-0.4332,0.0713,2
1.66345,0.88775,0.7776,1
-1.41735,-2.77865,-0.7558,2
0.0559,0.0667,0.1156,4
-0.1373,0.0316,0.00065,4
-0.17195,2.96945,-2.0401,3
0.60755,-0.51445,0.76055,2
-0.41805,4.4548,-3.40835,2
0.01255,0.0272,0.01325,6
-0.05425,-0.01285,0.0031,6
0.0494,-0.0779,0.05995,4
0.14955,-0.03615,-0.1756,6
0.027,-0.10535,0.09635,5
0.2354,-0.0339,-0.0345,5
0.6577,-0.9547,-1.05855,2
-0.018,-0.09085,-0.0247,4
0.5491,6.014,0.79805,3
-2.58945,1.45045,-3.8938,2
0.04245,-0.0094,0.0243,4
-2.51515,3.4746,-1.62655,3
0.1796,-0.01605,-0.141,5
-0.0725,-0.02485,0.0233,6
0.2231,3.58245,-5.24995,3
-0.00535,-0.03175,-0.1671,5
-0.60195,-5.26885,-5.4264,3
0.1097,0.01245,-0.0133,4
-2.48215,-2.1903,2.255,3
-0.11155,-0.0218,-0.0006,4
-0.0476,-0.04815,0.1164,5
0.04825,-0.00745,-0.08295,5
-0.08595,-0.04185,0.0431,6
-0.3389,-0.8632,-2.14415,1
0.19675,0.0308,0.05055,5
0.14435,-0.02675,-0.22995,5
-1.3403,-0.4477,-1.1954,2
0.0943,-0.0347,-0.16825,5
2.6457,-5.5847,1.9582,3
3.4422,-1.69125,3.3125,3
-0.6455,-0.73615,-2.14045,1
2.08655,3.169,8.50855,3
-2.6049,-0.21325,-2.246,3
0.0563,0.40935,-3.78405,2
-3.5913,-0.5522,4.8333,2
-0.0135,-0.00765,-0.0165,6
0.10715,-0.0866,0.1308,5
0.0971,-0.0366,0.08335,6
-0.4359,3.7121,-1.7169,2
8.72885,-5.3346,6.885,3
-0.08265,0.01545,-0.1156,6
0.1061,0.02815,0.07185,4
3.61715,1.56395,-3.2689,1
-2.17595,-2.873,-6.6529,1
0.09745,-0.01025,-0.01585,5
0.05885,1.7295,-1.9889,1
-0.05175,0.00515,0.0362,6
-0.8851,-2.1331,0.4165,1
0.2465,0.0364,-0.02265,5
1.64865,0.52365,-2.00645,1
4.6819,-2.03025,2.6714,2
-0.0077,-0.02075,-0.00435,6
0.3641,-3.1668,-1.03225,1
0.20245,-0.0245,0.0435,5
0.02715,-0.0065,-0.0217,4
-3.04495,-5.92275,-1.19495,2
0.02695,0.01215,-0.07465,6
1.15345,-10.57305,-1.9923,1
2.70445,-6.64535,-3.33825,1
0.0231,0.06365,0.0437,4
0.3977,0.0612,-0.15095,5
0.05035,0.21875,-0.07615,4
-0.0058,-0.0721,0.02185,6
-0.14825,0.0216,0.04605,4
0.06405,-0.1064,-0.04235,4
-0.2311,0.5531,2.05315,2
-0.02345,-0.0251,-0.08675,4
1.54395,0.89165,-4.95565,3
0.13015,1.56455,0.83295,2
4.43565,-2.28195,2.1191,3
-2.4567,1.42905,-3.4635,1
-1.7379,2.3738,-3.84725,2
-0.1539,-0.0248,0.07105,6
-0.85315,0.9894,-1.6501,1
-0.04165,-0.06555,-0.05155,5
0.19205,-0.07225,0.01975,5
-0.0305,-0.085,-0.0407,4
0.07705,-0.06195,0.03085,5
-2.2671,0.0319,2.3162,3
0.62775,3.8858,-1.81695,3
0.0702,-0.04925,-0.01035,4
-0.0178,-0.0998,0.07255,6
-0.0576,-0.08915,-0.0456,4
1.0989,-5.07495,4.4516,2
-0.09565,0.0209,0.06795,4
0.001,-0.0209,0.03055,6
2.04305,1.82885,-3.1501,3
-0.0203,-0.0319,0.02715,6
-0.1113,-0.03065,0.03425,6
-0.79325,-0.90305,-2.62905,3
0.1069,-0.1173,-0.1888,4
2.05205,1.3398,-1.4721,2
-1.88735,-2.0574,-2.70075,3
-0.02255,0.00755,-0.00245,6
-0.11745,-0.04535,-0.02555,5
0.32945,0.0202,-0.08285,4
-0.0105,-0.03885,0.07835,6
2.9758,-1.63275,2.78395,1
0.28255,1.31625,-1.715,1
-0.22265,-0.10335,0.0067,5
-3.824,0.839,-3.2136,2
0.411,6.8502,-0.83735,3
0.03135,0.0096,-0.0508,4
0.0278,-0.0171,0.0477,5
-0.0969,-0.0738,0.05375,5
4.1163,-7.8709,-2.08755,3
-0.0503,0.02405,-0.0129,4
-2.2468,1.0602,-1.94075,3
0.00875,-0.00055,-0.04015,6
-0.1537,0.00215,0.01605,5
-1.27465,-2.2644,-0.6339,1
0.00145,-0.12505,-0.0105,4
0.09775,0.6431,-4.89605,1
0.36375,0.04905,-0.10425,5
-0.1626,0.0011,0.06025,6
-0.0044,-0.0315,-0.1649,4
-1.098,0.7039,-0.48115,3
0.01965,-0.0504,0.0836,6
0.1677,0.05945,0.12175,4
-0.0827,-0.08645,-0.0659,5
0.0362,-0.05885,-0.0472,6
-2.18755,-1.20715,-0.0235,3
-4.4648,-0.6113,7.4559,1
-0.073,-0.0599,-0.04835,4
0.13655,-0.0512,-0.01025,5
0.22865,0.032,-0.12495,5
-0.06615,-0.05575,-0.09795,4
0.01645,-0.0528,-0.0824,4
-1.2568,-1.40185,3.7041,1
-0.05175,-0.0223,0.1813,5
0.11375,0.02515,0.1239,5
-1.47265,1.85285,-0.7906,2
1.8053,0.1229,-0.4661,2
0.13105,0.0209,-0.06715,5
-1.34995,1.8902,-3.12605,1
0.18785,0.0335,-0.11445,4
-0.0024,-0.0889,-0.05055,4
0.0829,0.05085,-0.1089,4
-4.9481,-1.57655,6.865,1
2.5738,-0.60595,1.6778,2
-0.0876,-0.07195,-0.1317,5
0.0569,-0.02335,-0.1196,5
4.3653,-6.32535,2.53535,2
-0.45595,1.15425,-0.44625,1
4.32595,-3.366,-1.3149,2
-0.77385,0.8021,-0.4767,1
-2.73375,1.2499,-5.281,2
-0.09945,-0.02765,0.04045,5
-0.74375,-0.08,0.17555,6
0.98245,5.3868,0.30835,3
0.17,-0.05515,-0.0132,5
0.34595,0.00355,10.7208,3
-0.04315,-0.04895,0.12975,6
0.6557,-1.71695,-1.71365,2
-1.0613,0.73555,-2.5135,1
-0.80075,3.6432,-2.3687,3
-0.92635,2.9892,1.1063,2
-0.0089,-0.0242,-0.02585,5
-0.15015,-0.0509,-0.15205,4
-1.4885,-1.00535,0.728,1
0.4888,-2.17325,0.8177,2
0.01615,-0.07435,0.05405,4
-1.1104,-0.6278,3.1369,1
4.4291,2.68235,-5.7723,1
0.0475,0.02075,-0.0525,4
-0.7704,-0.22865,-0.8512,1
0.60005,0.0105,3.60115,1
1.1964,2.62845,0.3194,3
1.29845,0.44565,-3.91045,2
-1.49135,1.69305,-0.6539,1
-0.21525,-1.35945,3.5218,3
0.54175,-0.887,-1.80655,1
-0.23185,-0.0808,0.0787,5
-0.6969,0.1083,-4.07155,3
-0.0597,-0.19395,0.14475,6
-0.0032,0.00395,0.0103,4
0.0036,-0.008,-0.0747,4
0.0495,-0.02105,0.1057,6
-0.01055,0.04055,0.0404,6
-0.0477,0.0262,0.0336,6
0.0096,0.1011,-0.0416,4
0.22595,0.03565,0.11925,6
0.019,0.07615,-0.08045,4
0.05465,0.0229,-0.03455,4
1.1949,0.9319,5.40685,3
0.05015,-0.00085,-0.1091,4
3.43365,-9.4028,-0.9778,2
0.0483,0.0185,-0.0113,5
-0.48685,1.0753,-3.623,3
-0.3448,0.9213,0.0671,1
-0.0202,-0.02285,-0.02745,5
-0.07515,3.8787,-3.83475,3
-0.11725,-0.03045,-0.07235,5
-0.47375,-1.9653,0.24905,1
-0.38895,0.5159,-0.5637,1
0.07625,0.0073,0.0366,6
-0.04465,-0.022,0.1236,5
0.06125,-0.03055,-0.2606,5
-2.324,-0.88255,2.3537,2
-2.41045,-1.4249,-1.3929,1
0.0941,-0.0351,-0.17925,5
-3.8135,2.0036,-2.9429,3
0.01755,-0.03405,0.0666,5
0.04425,0.01855,-0.0934,4
-0.0625,-0.0605,-0.00835,5
0.05325,-0.0151,-0.0824,5
0.01805,-0.05795,0.0189,5
1.70755,0.5338,-0.41785,1
0.05495,-0.02965,-0.02325,4
0.0681,-0.0272,0.09335,6
-0.0072,0.02505,0.0992,6
-0.12555,-0.05135,-0.05235,5
-0.09165,0.0084,0.28545,4
2.12795,0.7359,-2.8957,2
0.08355,-0.0417,-0.0714,4
-0.415,2.3178,-0.44875,3
0.7635,4.7341,3.7391,3
-1.1968,0.23825,0.11625,2
-2.36285,4.89295,-0.15175,3
-0.0035,-0.0094,-0.02045,5
0.72915,1.70155,-3.6175,1
0.00215,0.03205,0.07045,5
-2.18835,1.27845,2.032,1
3.73425,0.7493,3.18265,1
-2.00155,-6.3386,1.85265,2
-2.89515,0.45925,-2.83165,2
-0.6355,-0.89105,-0.21665,1
1.0851,0.47995,1.87115,2
2.29695,-8.19775,-3.2878,1
0.2458,-0.1231,0.0197,6
2.411,0.0112,-4.9149,3
0.1838,-0.031,0.0283,6
-0.5209,0.29905,-3.8413,2
-0.106,-0.12235,0.2458,5
-1.6556,1.8848,-6.3918,3
-1.06545,0.9404,-2.6699,3
1.37985,0.5732,2.66015,1
1.8497,0.4889,6.686,1
1.94105,0.91815,4.88585,1
-0.17235,1.6179,-2.1689,3
0.86475,5.36135,1.91425,3
0.18345,-0.0092,-0.0946,5
-0.01925,-0.04065,-0.04405,4
0.00945,-0.0794,0.00015,4
4.40855,-6.09545,-1.64155,3
0.00655,-0.0754,-0.0844,4
-0.7294,-4.2441,1.5192,2
0.403,-0.2488,3.6021,3
0.21845,-0.15975,-0.10225,6
-1.0657,0.56525,-5.1,2
2.457,3.5962,-4.00385,3
-0.04985,-0.06535,0.19525,5
-3.63685,-0.1756,3.7979,1
0.0721,0.023,0.08545,6
-0.6063,2.40255,-3.42775,2
2.6974,-2.7925,1.34715,1
-0.0988,-0.0162,-3.77665,2
-0.2005,-0.10715,-0.2136,4
0.4798,0.91295,0.13675,1
0.0056,-0.0524,-0.08695,4
1.82885,-1.5239,3.22135,1
-0.3972,0.2277,0.0982,2
0.2132,0.00065,0.0264,4
0.00455,-0.0054,0.00185,4
0.0592,0.03275,0.08055,5
-0.36435,-5.4038,0.37405,2
-0.2653,-0.07765,-0.12185,5
0.01855,-0.06115,0.05305,6
-2.76765,0.242,-6.7472,1
0.01545,-0.03725,0.0148,5
-2.73625,-1.6834,7.65715,1
