ax,ay,az,label
-0.128,2.07315,-0.54805,2
0.0088,0.00305,0.0252,6
0.14995,1.2307,-4.1621,2
0.16565,1.91125,-4.4076,1
-0.17935,-0.0615,-0.12065,5
-10.97725,3.0136,-2.21315,2
1.73735,0.8194,-3.48335,3
-0.01945,-0.0148,0.04475,6
1.37305,2.208,-3.56545,2
0.0787,-0.064,0.06385,5
0.008,-0.014,0.07685,6
-1.054,2.1183,0.20865,2
0.0501,-0.07905,0.20825,5
0.07775,0.07425,0.07955,6
0.57095,-0.0217,0.0323,6
0.0298,-0.08455,-0.058,5
-0.0209,-0.1419,-0.09475,4
-0.80805,0.93625,-6.9468,2
-0.04365,-0.0711,-0.01125,5
-4.5044,-2.1484,2.91305,3
3.4742,0.41365,-0.2384,1
-5.74325,-2.2641,-2.16265,2
0.76815,-4.4623,-3.4558,3
0.14635,-0.0913,0.00045,6
-4.708,-3.35165,3.23865,2
-2.1362,-2.8801,1.06635,1
0.10395,1.1162,-3.2328,1
0.16485,-0.0568,-0.1131,4
-0.1572,-0.05205,0.0844,5
2.13985,-2.32255,-0.2752,2
2.13645,0.08665,-1.2748,3
-7.47055,-0.28615,-2.94185,2
0.85465,0.1492,0.01345,6
0.11745,-0.0544,-0.0059,6
-0.06115,-0.0805,0.1304,5
-0.02335,-0.00975,-0.00715,4
0.12585,0.02895,-0.2723,5
0.3142,2.2184,-4.1465,2
-0.11885,1.07595,-2.02385,1
1.64705,2.5302,-1.3427,2
-0.67985,-6.14985,5.1961,3
0.2415,0.092,0.1314,4
-0.4942,0.1482,-0.1487,6
0.98105,-0.90915,2.56925,3
-0.01815,-0.03385,-0.02805,6
-0.0176,0.01445,-0.0454,6
-0.8182,1.3609,-2.7973,2
0.10885,-0.01115,-0.0152,5
0.16815,0.04945,-0.16275,4
-5.57005,0.8293,7.39575,1
-0.21785,4.98055,-3.2354,3
-0.04965,-0.0584,0.16615,5
0.0791,0.0224,-0.0625,4
-3.03285,-0.6729,-0.0479,1
-1.1627,0.5912,-1.1862,3
-0.17695,1.39515,2.2099,1
-0.15665,0.63675,-3.41885,2
0.2511,-0.02005,0.0664,5
0.26775,0.035,-0.0399,5
-0.91525,4.8533,7.2245,3
-1.5182,2.6087,-0.67745,3
-0.1153,-0.06465,0.0911,6
-0.1268,-0.06915,-0.10035,5
-0.7617,-1.14865,0.4323,1
0.05385,-0.0373,0.04535,5
-2.73595,-0.03345,2.021,2
0.13805,0.0073,-0.00875,5
0.1091,0.39175,0.10475,2
-0.0085,-0.02555,0.0818,6
-1.1855,0.64485,-0.1354,1
0.8013,-0.24325,-0.2245,6
0.02305,0.0043,0.0065,4
0.1713,0.0597,-0.13255,5
-0.48375,2.0605,-1.59055,3
4.15535,-6.1371,-1.0408,3
-2.9519,-8.1326,-0.1203,3
-0.0271,-0.00525,0.0446,6
0.7873,-3.28005,4.85505,3
-0.10535,0.09085,0.53855,2
-0.00285,2.95685,-4.9064,3
-0.7234,-6.1552,0.6422,2
2.8742,1.9421,-1.3422,1
1.19975,-6.78795,-2.38135,1
-0.10405,-0.0125,-0.0579,5
-0.65395,0.04965,0.10255,6
0.01715,0.03625,0.0792,6
0.0569,-0.0122,-0.1931,5
0.01195,-0.05025,0.10865,6
0.07505,0.02775,-0.1167,6
0.0947,0.0217,0.0878,5
-1.4574,-3.5128,0.70485,2
2.4815,-4.82525,5.64345,2
-0.25335,-0.12565,0.19035,6
-1.43315,3.5391,2.61225,3
0.3069,0.0237,-0.04725,5
1.6459,3.75185,1.65905,3
-0.02095,0.1204,-0.1022,4
-0.0911,0.02355,-0.0422,4
0.16725,-0.0636,0.19835,5
0.011,-0.08315,-0.05065,5
0.0031,-0.82365,12.94995,3
0.092,1.21665,-3.29895,1
-1.18855,1.9205,-2.3219,3
-0.24885,0.06885,-0.1311,4
0.00705,-0.0041,-0.04625,5
0.033,0.04255,0.06485,6
0.01625,0.02725,0.03785,6
-0.1197,1.41965,-2.39515,2
-5.8929,-1.70875,0.25655,2
1.54495,-3.24025,-0.0968,2
3.53825,-1.1625,1.2141,2
-0.11485,-0.01665,-0.0074,5
-0.43195,1.6706,-0.77135,2
0.07645,-0.0302,-0.1943,5
-0.04,-0.04265,0.0614,6
0.09975,0.08395,0.0545,6
-0.41545,-1.76565,-4.6169,1
1.5067,0.8885,2.4812,2
1.90545,2.01085,-3.00745,1
0.0902,-0.055,0.0179,5
0.00415,-4.67915,1.7427,2
-0.1729,-3.02355,0.91235,2
2.3994,3.41115,-4.25575,3
0.11995,-0.027,-0.07135,5
-0.4016,0.29785,-3.7463,3
2.76565,-1.78315,1.79185,2
-0.20085,-0.0013,-0.10145,6
-0.1245,-0.0233,-0.0136,4
0.91745,2.9365,-4.4372,3
0.01215,0.05885,-0.07545,4
-2.5391,2.4433,0.46905,2
-0.10125,0.0301,0.05835,6
0.05155,-0.0769,0.13445,4
-0.03075,-0.0223,-0.0223,6
3.2174,1.12355,-2.8872,1
0.13275,0.03895,-0.0264,4
0.00765,5.96,-3.14815,3
-0.02045,-0.0261,-0.0301,6
2.3752,3.17395,4.2899,3
6.3039,2.9646,-6.10015,1
0.07685,0.0013,0.00875,4
0.05325,-0.02755,-0.0157,5
-1.44975,1.12805,0.2411,2
0.0027,-0.06125,-0.09335,4
-1.03235,1.4593,-0.36715,1
-2.0199,-0.75625,1.6968,1
-1.40095,0.4143,-1.56135,2
3.5875,-1.1393,-0.37415,2
-0.02215,-0.00375,0.03835,6
0.46655,0.71605,-0.30275,1
0.06565,0.0719,0.00475,4
0.99615,-3.03215,6.5607,3
-0.6161,0.82165,0.861,2
-2.0677,-3.75365,-0.0279,3
1.3501,0.74235,2.23175,1
1.1909,1.28195,-1.2592,2
0.2774,0.04995,-0.2097,5
-0.0156,0.0284,0.05105,6
0.00045,-0.02885,0.05465,5
2.32065,-2.47235,-1.53915,3
-0.8688,3.15685,0.44455,2
-0.2013,2.46,-3.21035,3
0.22415,-0.1089,0.0308,5
-0.2314,0.0237,-0.01595,6
3.8009,-0.36395,2.09155,3
0.45085,0.2939,-0.06045,1
0.0089,-0.01,0.0053,6
-0.0415,1.31985,-4.57465,1
0.01045,-0.04975,-0.01705,6
-1.22235,0.44795,-7.09315,1
-0.35985,-0.1579,0.04355,5
3.9618,-4.16085,-0.672,3
0.66245,-4.54585,-5.89505,3
0.34425,-0.0305,-0.0771,4
-0.91665,1.8868,-0.2171,2
-0.29275,0.0336,-0.04875,5
0.2227,1.4006,-1.2725,1
0.11615,-0.1781,5.48715,3
0.18635,-0.00665,-0.00385,4
-0.00355,0.01225,-0.0272,4
0.02485,-0.0545,0.1377,5
-0.0967,0.06675,-0.11405,4
0.01025,-0.02465,-0.01545,4
-0.4204,6.12525,-1.842,3
-0.0404,-0.1034,-0.10825,4
-0.53105,-5.25935,-4.24915,3
-0.2618,0.00595,-0.02015,6
-5.1049,-1.9003,5.74045,1
1.42855,4.4477,4.543,3
-2.65165,-1.67985,-2.86925,2
-1.6275,-1.15315,-1.4648,1
0.28025,6.7534,0.07385,3
2.0831,0.38965,2.11325,2
-0.10955,-0.06145,0.07335,6
0.1528,0.0459,0.10645,4
-0.88455,5.2012,-1.96495,3
0.01305,-0.04045,-0.01865,4
-0.0986,-0.0424,-0.0395,4
-3.89665,-0.29065,9.7634,1
-0.15895,-0.03805,-0.0334,6
1.12715,3.44875,-4.11265,3
-3.4071,0.1094,3.98055,1
0.18505,0.02185,0.0353,4
0.0615,-0.0589,0.0541,6
-0.35305,-0.92185,-0.2704,2
0.01165,-0.06005,0.00335,6
-0.0564,3.15315,0.99875,2
-0.35265,3.42625,-3.30835,3
0.80385,-0.49185,-0.23405,2
-0.0591,-0.0477,0.04825,6
0.1064,0.0817,0.13055,6
-0.5484,-2.5802,-2.94345,3
-0.04925,-0.08705,0.00465,5
1.72265,-2.52865,1.5619,2
0.5469,-8.15755,-0.9994,3
0.0476,3.2414,-2.7743,3
-0.01595,-0.05395,0.0969,6
-0.25245,-0.09705,-0.17965,4
0.5311,-0.0303,-5.4742,2
-2.09285,-1.50515,-1.8146,3
-0.02035,-0.0262,0.0184,6
0.0101,-0.0971,-0.1539,5
0.11885,-0.0119,-0.09665,5
0.12145,-0.0218,0.02275,5
0.3124,0.14745,-0.19825,5
-0.5962,2.4958,-0.58995,2
0.5673,-1.57125,0.8439,2
0.00925,-0.00965,-0.02775,6
-0.01605,-0.00045,0.13785,5
8.3405,-2.5808,6.29595,2
0.02195,-0.03765,-0.0373,5
-0.08535,-0.06415,0.02425,5
-0.4619,-0.00805,0.14165,5
0.2994,-1.9658,-1.25395,2
-0.12025,1.56725,-0.7593,2
0.1887,-0.15335,0.2504,5
0.031,-0.10995,0.1645,6
-5.07725,-1.85205,0.72105,1
-0.0074,0.00765,-0.0488,4
-0.0753,-0.07875,0.04245,5
0.3563,-0.03165,0.11435,5
-1.16165,1.7532,-1.02565,2
-5.70555,-1.53925,1.9667,1
6.3921,-7.34585,2.92915,3
0.51005,0.01035,-2.53935,3
0.36675,-2.55685,0.67335,3
-0.0607,-0.0438,0.13255,6
2.27475,1.54715,-5.10845,1
2.221,1.2738,0.04935,3
0.16605,-10.39445,0.8762,1
-2.11945,2.47185,0.67645,1
-0.06535,-0.04945,-0.02125,5
-0.1439,-0.02915,-0.0747,5
1.5413,1.94955,-2.58295,2
-0.15245,-0.0373,0.01275,5
-2.34315,0.0077,-0.69985,1
-0.05215,2.5466,-4.00605,3
0.1158,-0.0039,0.06145,5
2.71325,-9.3849,-5.2437,1
-2.36535,-1.97105,-2.71395,3
-0.42365,-0.1099,-0.06135,6
-0.1294,-0.0588,-0.11155,4
-1.03145,0.4328,-3.75105,2
0.13215,0.02085,-0.01535,4
0.62205,2.31075,-4.28215,1
0.09735,-0.0064,-0.02105,4
0.38825,-3.45685,-2.30505,3
1.1496,0.41935,-2.34015,3
-1.53875,1.46265,0.1291,1
-0.05915,0.07335,-0.2484,5
-0.05,-0.0099,0.29605,6
2.002,1.40535,-0.88205,1
-2.4939,-1.63835,-0.1142,2
-0.2487,-5.2647,0.5135,2
-5.97605,-3.54655,-5.2569,2
2.5181,0.1558,9.74515,3
0.2584,-0.0082,-0.04445,5
-0.05725,-0.05185,-0.0661,5
6.72515,-11.2493,1.33655,3
-0.4739,-0.68325,0.9078,1
-0.07365,0.05625,-0.0898,4
0.12075,0.02045,-0.1423,4
-0.6378,0.08535,-2.2641,2
0.1635,0.02085,-0.2038,5
1.9663,0.8593,0.269,2
-0.0786,-0.06265,0.0005,6
-0.07655,-0.0709,0.0379,5
0.19735,0.0239,-0.08445,5
0.1043,0.00095,-0.0011,5
0.6277,-3.78915,2.7025,2
-0.05735,-0.02435,-0.05375,5
-1.09075,4.69655,-0.2183,3
0.0001,-0.0252,0.006,4
0.1629,0.9702,-1.71565,1
0.06275,0.10325,-0.2146,4
1.98505,-6.74155,6.95775,3
-0.16985,0.1579,0.00235,6
0.33205,-0.0674,0.0978,4
0.00465,-0.04315,-0.0309,4
-0.1867,-1.482,0.1096,3
0.0686,0.0232,-0.18715,5
-0.07335,-0.0933,0.07345,5
0.60125,3.55455,-3.87035,3
0.21315,-0.06185,0.11395,5
1.31895,0.15535,-1.35825,1
-5E-05,0.0067,0.0238,5
-0.23775,-0.0948,0.05855,5
0.01295,0.06055,-0.0443,4
-1.157,-0.57745,0.72735,1
2.4109,-0.14825,7.6438,2
2.2519,-2.3812,12.2416,3
0.0506,0.0058,-0.0331,4
0.05275,0.00255,-0.057,4
-0.0563,-0.05275,0.08065,6
0.06685,-0.02605,0.0925,6
-0.0735,-0.02715,0.0137,4
0.8652,1.12,0.4375,1
0.19865,-0.0004,-0.1883,5
-1.85545,0.73845,-2.8303,2
-3.02365,-6.32985,-4.05515,3
2.14485,-5.5711,-3.6362,1
0.22835,0.0476,-0.0679,4
0.7619,4.815,-1.59725,3
-0.43395,-0.95,2.02775,2
0.1193,0.0071,-0.1304,5
3.68285,2.2573,-2.59895,1
-1.7221,-0.58735,-5.0175,1
0.00375,-0.00255,-0.0282,4
-0.0585,-12.5799,-4.41055,3
0.7565,1.0993,-0.14095,1
-0.95145,-7.73155,-6.4847,1
-0.02935,-0.01715,0.0334,4
-0.0124,-0.0891,0.0661,6
0.0599,0.18295,-0.17745,6
-1.5581,2.02245,-1.09,3
-0.9908,3.5082,2.683,3
-2.0534,-1.22035,-7.30605,1
-0.01145,0.686,7.8916,1
-0.26165,-0.13065,-0.04335,4
-0.92855,1.8392,-0.92105,2
-0.1018,0.02515,-0.15905,5
0.06105,-0.03295,0.0591,5
0.5877,-2.1198,-1.92535,3
0.03505,0.0081,-0.01015,6
-0.1498,-0.09545,-0.04035,5
4.4524,2.7878,6.6473,3
-1.98485,-1.52275,1.0947,1
-0.06325,0.02485,-0.0073,4
-0.0064,-0.05845,0.0911,5
1.52545,0.29785,9.19745,1
0.0002,-0.0672,0.05035,6
-0.11155,-0.0766,0.10025,5
-0.05585,-0.0018,0.0782,6
-0.0719,-0.0078,0.06555,6
2.7274,-5.36855,0.1513,3
0.0686,0.08115,-0.0263,4
0.2301,-0.07235,-0.1013,5
3.95945,-6.69185,-3.08225,1
0.0205,0.0348,-0.01715,4
-0.0797,1.5424,-3.3777,3
0.1219,-0.05365,-0.02845,5
-0.31465,2.77425,-1.31105,2
0.04765,-0.09375,0.03255,4
0.0678,0.00375,-0.0114,6
0.61095,0.07095,0.07965,6
-3.3268,-1.4352,-1.31785,3
-0.17005,-0.0637,-0.0629,4
-2.0077,-3.30095,-2.8662,2
0.12195,-0.0053,0.0333,6
6.08025,0.1714,-6.14405,1
-3.1495,2.47715,1.20565,2
-2.0467,3.7673,-3.10275,3
-0.21155,1.42065,-0.2875,1
0.08445,-0.04615,0.02615,5
0.2002,0.2445,-2.0808,1
0.02785,-0.05795,0.02795,4
0.07295,-0.00675,-0.052,4
-3.21465,-0.67535,-0.0098,1
0.21445,-0.0734,0.21275,5
0.1148,-0.6272,1.8403,2
0.05945,0.01815,0.00145,4
-0.1142,-0.0478,-0.04315,4
-0.4791,-5.12865,-0.66085,3
-0.9834,-0.0831,0.1177,1
-0.32365,0.56645,-0.76345,2
-0.0775,-0.07515,0.068,5
4.6568,-4.25605,2.3411,3
-7.42695,-8.8771,4.662,3
-0.0005,0.0409,0.1202,6
2.00875,1.1272,1.89335,3
-6.2332,-1.8428,1.3981,2
-0.07775,-0.09785,-0.21675,4
0.71275,1.5256,-3.3198,1
0.7207,-2.3598,-2.1955,3
-0.1553,-0.0055,0.01675,5
0.0112,-0.058,0.05675,4
-0.01845,0.02935,-0.06675,4
-0.04815,-0.1331,0.2388,5
0.78375,1.15735,-1.51945,2
-3.2255,-1.22275,-4.1919,1
-0.0011,-0.0145,-0.0441,4
7.06755,5.84635,-0.1868,2
3.5437,-2.2972,1.43855,2
0.05235,-0.14285,0.33915,5
3.17965,0.043,0.9361,2
-0.76335,1.1918,-1.27275,2
3.7943,-3.19675,-2.0534,1
-2.0267,-5.64675,-1.0022,3
0.05075,-0.04675,-0.06675,4
2.678,-5.94075,5.0789,2
-1.15435,-1.35355,-1.43855,3
-0.0319,0.0088,0.05345,5
0.08695,-0.0371,-0.1626,5
-0.2973,-0.0043,-0.1748,5
-0.163,-0.27335,-0.28005,4
-0.21425,0.24805,-5.5754,2
-0.1361,-0.19,0.0321,6
-0.4727,-12.99965,-0.6866,1
0.03655,1.2256,-2.16925,3
0.06805,-0.1039,0.08925,5
1.69825,1.99125,-3.7287,2
-0.6786,1.1639,1.12935,3
-0.069,0.0531,-0.2363,4
-0.04175,-0.00365,0.0639,6
2.01555,0.4614,-1.85085,1
-0.019,0.0271,0.05895,6
-2.66885,-2.3545,-7.6207,1
-2.3134,-2.4279,6.58085,2
2.1311,-0.3565,1.8309,2
-0.0196,0.0176,0.0913,6
-0.0259,-0.04765,0.01775,6
0.20885,1.82395,-5.08245,1
-0.01375,-0.04075,-0.0324,6
2.2559,-0.9259,5.0592,2
-0.9482,2.7831,-3.4483,2
-0.02515,-0.00965,-0.00265,6
-0.1807,-0.06555,0.0467,5
-0.70685,1.4512,-3.909,1
-0.05595,1.91555,-2.63235,2
-0.02485,0.01635,-0.0271,4
0.56915,0.3041,0.02355,3
4.2556,0.1757,0.20055,1
0.13715,0.564,-0.0199,1
0.97135,2.04515,1.0686,2
1.6441,3.0296,-2.1298,1
0.02685,-0.0087,-0.1575,5
0.338,2.26985,-1.1984,2
-0.1465,-0.0036,0.1076,6
-3.8415,-6.70995,-5.55405,3
3.17435,-2.42355,5.0455,2
0.0336,-0.05055,-0.1058,4
0.15695,0.05035,-0.09065,5
-0.9008,-2.2573,1.4441,3
0.01465,0.04875,-0.07915,5
-2.23555,-0.3512,0.95375,2
0.9862,-0.68265,-1.26315,1
0.66435,-0.24855,2.3331,2
4.10135,1.25355,5.71605,2
-0.01445,-0.0681,0.04035,6
2.48225,0.50225,1.16745,2
-0.0326,-0.0679,0.1682,5
-0.2496,0.93355,0.65695,1
-0.1211,-0.0084,0.0672,6
0.08305,0.06135,-0.2556,5
-0.1121,0.05005,-0.0403,6
0.1273,5.39975,4.1925,3
-0.03535,-0.0301,-0.0529,4
-0.15925,0.01085,-0.2128,4
-0.7713,-1.6623,-4.65445,1
0.1198,0.01325,-0.1235,5
-0.39275,-0.14455,0.27015,5
0.24565,-0.1222,0.0395,4
-0.0063,-0.01365,-0.0043,6
0.8954,1.3859,-2.85775,2
2.1099,-0.0742,13.8102,1
-0.1941,-3.5368,-0.2909,3
0.03055,-0.01875,-0.0514,6
1.0907,-0.1374,-3.0846,1
2.24055,-3.9051,-0.32285,3
3.2453,1.66575,-1.2408,1
-1.1422,0.8779,1.21745,1
0.01555,-0.0439,-0.0407,4
0.6554,1.0897,-2.1661,1
0.1425,-0.038,0.0442,5
3.2608,1.4456,-1.3357,1
-1.32285,0.7797,9.89925,1
0.34315,0.04095,-0.099,5
0.08825,0.00605,0.0296,6
-0.18385,-1.04055,-3.07135,3
-0.0461,-0.0649,-0.0239,6
-0.16535,-0.02335,0.26025,6
-0.07425,-0.06135,-0.0664,4
-1.21115,-0.6268,0.33005,1
-1.68095,0.17695,0.832,3
0.0169,-0.08855,-0.0067,4
-0.00435,-0.0747,-0.0045,5
0.06085,0.0569,0.02545,6
0.05405,0.0048,-0.06175,6
-0.14855,0.08725,-0.0744,4
-0.04815,-0.03165,0.0283,6
0.84925,2.8852,-3.0784,2
0.4195,6.7973,0.17585,3
-0.05655,-0.0218,0.02285,5
-0.83095,-2.7726,3.19945,2
-2.3517,-1.9067,9.1435,3
-0.56935,-0.14085,-1.074,2
-0.03185,-0.0541,-0.08505,4
-0.9696,4.02295,11.7969,3
-0.0201,-0.1758,0.2621,5
3.37015,3.67075,-4.37975,1
0.17065,-0.0781,0.228,5
0.3516,0.0155,0.1078,5
-1.1473,2.6068,-0.20405,2
0.0741,-0.0268,-0.0174,5
0.1264,-0.02455,-0.11865,5
0.0779,-0.02335,-0.0245,5
0.02115,-0.08595,-0.0088,6
-0.0714,0.0075,-0.0357,6
-1.66595,-2.35805,-5.118,1
1.26345,-5.4457,1.06235,1
0.1029,-0.04785,-0.05235,4
0.2021,3.1889,4.0476,3
-0.5853,1.78395,0.60625,1
1.52335,-0.21315,1.80945,2
-0.18745,-0.00875,-0.00625,5
-0.00975,0.0456,0.0343,4
-2.66685,-0.61795,-1.69575,2
-0.2008,0.0043,0.0619,5
-0.1132,-0.022,0.06915,5
0.01065,-0.01275,0.05755,6
0.10135,0.0207,0.09625,6
0.1862,-0.02245,0.0484,5
-6.4644,-1.2778,14.7,3
-0.0435,-0.053,-0.04415,4
2.0482,-1.00345,6.1336,1
4.428,-7.01585,11.5663,2
-0.47645,-0.14425,0.43435,6
-1.0719,-6.3141,2.06375,2
2.87135,-6.0904,0.36695,3
-1.54265,0.26155,1.09195,2
-0.55545,-5.04355,-4.73775,1
-0.03205,-0.01015,-0.06345,4
0.0064,-0.0528,0.04095,6
0.0207,-0.1451,0.07375,6
-1.79585,0.3013,-4.12155,1
3.95845,1.46865,-3.5392,1
-0.84645,2.6616,-3.1872,3
-1.7738,-3.22335,2.51975,2
-0.77075,-1.1529,1.238,2
-0.01095,-0.05685,0.0533,6
-1.8283,-1.53805,5.6159,1
-0.65915,0.5877,0.381,3
2.3307,1.35575,-2.8811,1
0.97885,1.4689,-1.56425,1
-0.2469,0.1512,-0.02695,4
-0.12175,0.005,0.06405,6
-4.5429,-4.8917,-0.2881,2
0.1628,-0.01355,0.03195,5
-7.00665,-7.64995,3.58415,3
-5.40435,-10.0426,1.60385,3
0.1196,0.0168,-0.16005,5
2.99705,-2.40875,5.8049,3
0.19615,0.0252,-0.0405,5
2.7424,1.6605,-2.0859,1
0.1055,-0.054,-0.2833,5
-0.1208,-0.0796,0.07935,5
0.2334,0.83235,-2.38045,1
-3.64585,-6.2059,-0.31205,3
0.10365,-0.01945,-0.05565,4
-0.0923,-0.0665,-0.08615,4
0.01415,0.00305,0.0626,6
0.15135,-0.13195,0.0725,4
0.29095,1.6758,-2.3249,2
-0.02585,-0.0152,0.0066,6
-1.1941,0.7124,0.68035,2
1.213,-5.98425,1.4503,3
-0.6222,-1.9217,-4.454,1
0.0415,-0.0143,0.0583,5
-2.10815,-0.54915,-0.2606,2
-0.0197,-0.01165,0.07035,6
0.1727,-0.12225,0.16345,4
-0.0217,-0.00775,-0.038,5
-0.14105,-0.0443,0.0678,6
-0.3082,0.08435,0.1671,6
0.28775,-0.02355,-0.0945,5
-4.21175,-0.6251,-1.7444,3
-0.14305,0.00295,0.02835,6
-0.84775,-2.1668,1.148,1
0.03865,-0.05165,0.09615,5
-1.32905,1.31905,-2.07685,1
-0.02535,-0.0126,0.065,6
0.63835,3.63105,-2.59955,3
-1.1231,-3.8716,-0.03905,2
-0.0242,0.0396,-0.02215,4
-0.0351,-0.053,0.09495,5
-0.00755,0.03375,-0.01615,6
4.7987,-0.73115,-4.7533,1
-2.1425,2.4041,0.37695,2
0.0741,0.05375,-0.0559,4
-0.02375,0.0407,0.09725,6
-0.8354,-0.4343,-0.096,2
-0.0956,-0.06065,0.1008,4
-2.11175,-3.2559,2.4097,2
-0.07465,-0.05485,-0.0276,6
-1.47195,-2.28405,5.46995,3
3.62555,-2.10935,5.28185,1
-3.31195,-5.85195,0.4809,1
-0.31175,-0.08925,0.22675,5
0.0424,0.00455,-0.03475,5
-0.0421,-0.0212,-0.06285,6
-0.07845,-0.0872,-0.024,4
-2.0821,-0.12205,0.1306,2
0.0587,-0.07385,-0.06925,4
2.8696,0.59785,0.43915,2
-0.3438,0.01365,-0.10265,4
0.10105,0.0118,-0.048,4
0.432,0.9893,-2.2679,1
0.03845,-0.04125,-0.1042,4
0.0734,-0.0482,0.10215,5
-3.041,-7.0399,-2.3479,3
3.1453,1.04085,-1.99005,1
1.2869,0.52315,-5.37555,2
-0.16205,-0.03895,0.2345,6
-0.13095,0.78605,-5.0696,1
4.99565,-9.03415,-4.05775,2
-0.0456,-0.06145,0.0355,4
0.0763,-0.01535,0.12655,4
0.0354,0.0048,-0.0073,4
-1.08305,0.69945,-0.89935,2
-2.4526,-6.55495,-3.0358,2
-0.07125,-0.01435,-0.03135,6
0.0137,-0.0144,0.03215,6
-0.07495,-0.4582,0.29555,2
0.1976,-0.0115,-0.04045,5
0.02065,0.00345,0.0085,6
4.8288,-3.02245,-2.8293,3
0.07645,0.0248,-0.0348,6
1.3844,2.63885,-1.32005,2
0.0006,0.0014,0.09865,6
-2.09565,2.69545,-1.38965,2
0.9827,0.4275,5.0175,1
-1.7536,1.84295,-3.2373,3
-0.0081,-0.0299,0.02235,5
0.06,0.086,-0.15875,4
0.2129,0.1004,-0.1762,5
0.0258,-0.0196,0.03735,6
-0.00225,-0.0259,-0.02995,6
0.09075,-0.013,-0.0174,4
-0.0452,-0.01,0.01695,6
2.45815,2.0319,-1.34005,3
-2.89845,-0.2903,2.2179,1
-2.01145,-4.0771,0.89295,2
-12.24155,1.38025,-16.5814,3
0.9831,3.4094,-4.7172,3
-0.1101,-0.11615,0.02335,5
-0.30045,-0.8228,-2.1164,3
0.20515,-0.04085,0.15665,5
1.4563,1.3611,-0.38225,1
-1.7102,-0.2701,0.2312,2
-0.38835,2.85325,-4.121,3
-0.00625,0.0034,0.0591,4
-0.42495,-0.0285,-0.0612,6
0.3812,0.18975,-3.03735,3
4.0657,0.37665,-1.94415,1
-0.06,-0.06465,-0.01145,4
0.04065,0.0174,-0.03265,4
2.35285,0.38465,-4.0427,1
0.04145,-0.0807,-0.0503,6
-0.06315,-0.0432,-0.1594,5
0.0023,-0.027,0.0579,6
-1.1752,3.30505,3.924,3
-1.8992,-1.1139,1.81525,2
-0.03605,-0.11405,-0.004,5
0.8031,2.75225,-4.26965,3
-0.0091,-0.0108,-0.0234,6
-0.91755,0.71295,-1.2575,2
-4.14135,-1.5424,0.85725,1
2.9024,0.3976,3.3475,1
-0.2719,-0.01645,-0.18135,6
0.06105,-0.02265,0.1598,6
0.43175,3.96385,-3.35035,3
-0.10315,-0.06145,0.11005,5
-1.27065,3.74815,-1.03355,3
0.0994,0.00655,-0.0934,4
-0.1472,1.57405,6.301,3
0.1327,-0.05635,-0.0598,4
3.91335,-4.5894,-0.51945,3
0.715,1.7931,0.76855,2
0.173,0.1894,-0.36355,6
-3.14075,-0.8818,2.77545,1
-0.0219,-0.067,0.05315,4
0.26165,0.0919,-0.05655,5
0.01635,-0.09155,-0.09175,5
-0.01065,-0.07395,0.2364,5
-0.44635,1.47065,-0.50965,3
-0.03745,-0.0469,-0.0753,4
0.11925,0.0356,-0.0805,4
0.0248,-0.0213,0.026,6
0.00875,0.01395,0.09805,6
-0.10075,2.2619,-3.64385,3
0.04935,-0.0359,-0.0124,5
-1.1607,1.5469,0.7601,1
-2.90525,-1.0063,-0.74425,2
0.34875,4.1119,-0.34585,3
4.24,-3.5754,-3.1411,3
-0.16485,0.0577,-0.0326,4
3.4845,0.7629,-3.4079,1
1.8169,1.224,-1.01755,2
0.00425,-0.026,-0.06335,6
-0.03575,4.5152,-2.42175,2
0.1396,0.05085,0.02695,4
-0.01185,0.10595,-0.0997,4
-3.1263,0.44835,-2.95075,3
-1.07295,3.3964,-0.481,3
-1.33585,-1.2275,-4.2102,1
-0.13195,0.0801,0.0286,6
0.07825,1.0349,-0.05785,1
-0.41635,0.7328,-3.13295,3
-2.19435,-2.36145,-2.6112,2
0.16945,0.0227,0.03675,4
-0.05295,-0.07065,0.08785,6
-0.16305,0.0322,-0.1566,4
-0.0235,1.9463,1.7297,2
-0.07955,-0.026,0.0511,6
0.0781,0.037,0.0365,4
-0.50215,3.37085,-1.64315,3
-1.70745,-3.49735,-1.6444,3
0.1151,0.6362,0.3635,2
4.4899,1.05665,-4.43675,1
-0.0686,-0.08155,-0.0507,4
-1.2596,-0.626,1.489,2
0.0047,-0.10055,0.043,4
-0.73755,2.56615,-4.20385,2
-1.57875,-0.75195,-7.454,1
0.1277,0.04095,-0.01315,4
-0.0911,0.1445,-0.0591,4
0.0111,0.0122,0.06495,6
-4.6361,1.1191,5.5005,1
-2.2773,-0.4097,-2.55805,2
0.2803,-0.0539,0.145,5
0.02115,0.0888,-0.04255,6
1.061,-9.7895,0.7625,3
-0.0102,-0.0736,-0.0016,5
-0.0932,-0.02635,-0.21475,5
-0.16525,-0.04175,-0.01185,5
-1.22445,-7.26905,-1.64725,3
-0.3197,1.05775,0.18875,1
3.5694,1.70165,-1.9855,1
1.289,0.3637,-1.22765,2
1.7585,0.08295,-1.1789,2
0.05825,0.04275,-0.04125,4
0.0484,0.0057,-0.02305,6
0.276,0.09275,-0.10345,5
0.0409,0.0584,0.00575,4
-0.01885,-0.0473,0.0787,6
0.30455,-0.04315,0.00185,5
0.5758,2.0701,-1.23385,3
